Title,Author,Average Rating,Rating,Year Published,Edition
Guide to Intelligent Data Analysis: How to Intelligently Make Sense of Real Data,Michael Berthold,4.00,8,2010,8
SPSS 16.0 Guide to Data Analysis,Marija J. Norusis,2.88,8,2008,1
Learn Python Step By Step Guide For Data Analysis (Suresh Store Ebooks),Wes McKinney,4.50,4,0,1
"Python Machine Learning: A Beginner’s Guide to Python Programming for Machine Learning and Deep Learning, Data Analysis, Algorithms and Data Science With Scikit Learn, TensorFlow, PyTorch and Keras",Zach Codings,4.33,12,0,2
Mastering Power Query in Power BI and Excel: Learning real-world Power Query and M Techniques for a better data analysis (The Definitive Guide to Power Query in Power BI and Excel Book 2),Reza Rad,4.50,2,0,3
Enterprise Data Workflows with Cascading: Streamlined Enterprise Data Management and Analysis,Paco Nathan,4.14,7,2013,12
Basic Statistics and Data Analysis,Larry J. Kitchens,3.00,4,0,5
Thinking Spreadsheet: An Opinionated Guide to Problem Solving and Data Analysis Using Microsoft Excel,Joel Grus,4.25,8,2011,3
Beyond Significance Testing: Reforming Data Analysis Methods in Behavioral Research,Rex B. Kline,4.45,11,2004,2
Statistical Techniques for Forensic Accounting: Understanding the Theory and Application of Data Analysis,Saurav K. Dutta,4.00,6,2013,7
Python for Data Analysis: A Quick Python Learning Guide for Beginners,Latesh Malik,2.71,7,0,2
"Enzymes: A Practical Introduction to Structure, Mechanism, and Data Analysis",Robert A. Copeland,4.25,12,1996,16
Data Analysis & Statistics For Nursing Research,Denise F. Polit,4.33,9,1996,2
Pandas: powerful Python data analysis toolkit,Wes McKinney,4.67,3,2017,1
Introduction to Data Analysis in Qualitative Research,Asher Shkedi,3.86,7,0,1
R Programming: 3 books in 1 : R Basics for Beginners + R Data Analysis and Statistics + R Data Visualization,Andy Vickler,0.00,0,0,1
Data Analysis: An Introduction,Michael S. Lewis-Beck,3.73,11,1995,5
"Getting started with Power Query in Power BI and Excel: Getting, transforming, and preparing the data. The first step towards data analysis (The Definitive ... Power Query in Power BI and Excel Book 1)",Reza Rad,4.33,3,0,1
"Ice Ages and Astronomical Causes: Data, spectral analysis and mechanisms (Springer Praxis Books)",Richard A. Muller,4.33,3,2000,7
"Data Science for Business: Predictive Modeling, Data Mining, Data Analytics, Data Warehousing, Data Visualization, Regression Analysis, Database Querying, and Machine Learning for Beginners",Herbert Jones,3.00,5,0,3
"PYTHON: Programming & Data Science - The Fastest Way to Become Proficient in Data Analysis, Artificial Intelligence, and Machine Learning, with Step-by-Step Exercises for Beginners (2 Books in 1)",Jason Callaway,4.80,5,0,2
"Python for Data Analysis: A Step-By-Step Guide to Master the Basics of Data Science and Analysis in Python Using Pandas, Numpy and Ipython (Data Science Mastery Book 2)",Andrew Park,2.62,8,0,4
Chance Encounters: A First Course in Data Analysis and Inference,Christopher J. Wild,4.43,7,1999,3
"Python Deep Learning: Next generation techniques to revolutionize computer vision, AI, speech and data analysis",Gianmario Spacagna,4.00,12,0,3
"Data Science for Business: Predictive Modeling, Data Mining, Data Analytics, Data Warehousing, Data Visualization, Regression Analysis, Database Querying, and Machine Learning for Beginners",Herbert Jones,3.00,5,0,3
"EXCEL: From Beginner to Expert - 2 Manuscripts + 2 BONUS BOOKS - Excel for Everyone, Data Analysis and Business Modeling (Functions and Formulas, Macros, MS Excel 2016, Shortcuts, Microsoft Office)",Francesco Iannello,3.00,1,0,1
"Enzymes: A Practical Introduction to Structure, Mechanism, and Data Analysis",Robert A. Copeland,4.25,12,1996,16
"SAS and R: Data Management, Statistical Analysis, and Graphics",Ken Kleinman,3.53,17,2009,11
"Python For Data Analysis: A Step-by-Step Guide to Pandas, NumPy, and SciPy for Data Wrangling, Analysis, and Visualization",Konnor Cluster,3.00,2,0,4
Business Analytics: Data Analysis & Decision Making,S. Christian Albright,4.00,10,2012,1
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",Tiffany Bergin,4.25,4,0,2
"Data Science From Scratch: The First Book For Beginners With Techniques For A Smarter Faster Way To Learn Data Analysis, Data Mining, Big Data For Business, Analytics Principles And Machine Learning",Phil J. Hack,3.50,4,0,2
"Multivariate Data Analysis: An introduction to Multivariate Analysis, Process Analytical Technology and Quality by Design",Kim Esbensen,4.00,3,0,3
"Learn Excel 2007 through Excel 2010 From MrExcel: Master Pivot Tables, Subtotals, Charts, VLOOKUP, IF, Data Analysis and Much More - 512 Excel Mysteries Solved",Bill Jelen,4.21,14,2011,6
Measurement and Data Analysis for Engineering and Science (Engineering Series),Patrick F. Dunn,2.44,9,2004,15
"Python for Data Analysis: A Step-By-Step Guide to Master the Basics of Data Science and Analysis in Python Using Pandas, Numpy and Ipython (Data Science Mastery Book 2)",Andrew Park,2.62,8,0,4
"PYTHON: Programming & Data Science - The Fastest Way to Become Proficient in Data Analysis, Artificial Intelligence, and Machine Learning, with Step-by-Step Exercises for Beginners (2 Books in 1)",Jason Callaway,4.80,5,0,2
"Python Data Analytics: Data Analysis and Science using pandas, matplotlib and the Python Programming Language",Fabio Nelli,3.00,4,2015,3
Bayesian Logical Data Analysis for the Physical Sciences: A Comparative Approach with Mathematica® Support,P.C. Gregory,4.22,9,2005,1
Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians,Ronald Christensen,3.89,9,2010,9
Interactive and Dynamic Graphics for Data Analysis: With R and GGobi,Dianne Cook,3.12,8,2007,9
Beginners Guide For Data Analysis Using R Programming,Jeeva Jose,5.00,1,0,3
Data Analysis In Qualitative research,Asher Shkedi,0.00,0,0,1
"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight",Mike Girvin,4.33,3,0,1
"Data Science in Python. Volume 3: Plots and Charts with Matplotlib, Data Analysis with Python and SQLite",Alexander Stepanov,3.20,5,0,1
Stafford Beer The Father of Management Cybernetics: Big Data Analysis including Cybernetic Glossary,Vanilla Beer,4.00,2,0,1
Data Analysis with Microsoft Access 2010: From Simple Queries to Business Intelligence,Larry Rockoff,4.50,8,2011,4
Python Coding: Learn To Code Fast. Python For Data Analysis And Machine Learning. Advanced Methods To Learn How To Create Codes. Practical Programming Strategies For Beginners.,Eric Wall,5.00,3,0,7
The Kaggle Book: Data analysis and machine learning for competitive data science,Konrad Banachewicz,4.67,3,0,1
"Practical Econometrics: data collection, analysis, and application (The Mcgraw-hill/Irwin Series in Economics)",Christiana E. Hilmer,4.25,4,2013,7
Humanities Data Analysis: Case Studies with Python,Folgert Karsdorp,4.00,3,0,2
Text Data Management and Analysis: A Practical Introduction to Information Retrieval and Text Mining,ChengXiang Zhai,3.62,8,0,5
Data Analysis with R statistical Software: A Guidebook for Scientists,Rob   Thomas,4.38,8,2015,1
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,Marc Wintjen,3.20,5,0,2
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,3.00,4,0,1
"Python Programming: The Crash Course for Python – Learn the Secrets of Machine Learning, Data Science Analysis and Artificial Intelligence. Introduction to Deep Learning for Beginners",Marc Matthes,4.50,2,0,3
Data Analysis: Statistical and Computational Methods for Scientists and Engineers,Siegmund Brandt,3.00,4,1998,14
Functional Data Analysis with R and MATLAB,J.O. Ramsay,3.50,6,2009,12
"Julia Programming Projects: Learn Julia 1.x by building apps for data analysis, visualization, machine learning, and the web",Adrian Salceanu,3.86,7,0,1
Statistics and Data Analysis for Social Science [with MySearchLab & eText Access Code],Eric J. Krieg,3.50,8,2011,12
"Introduction to Python for Econometrics, Statistics and Data Analysis",Kevin Sheppard,4.00,5,2012,3
Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013,Oz du Soleil,4.29,7,2015,4
Basic Engineering Data Collection and Analysis,Stephen B. Vardeman,4.00,5,2000,5
Data Analysis & Interpretation,Arun Sharma,0.00,0,0,1
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,3.00,4,0,1
"Julia Programming Projects: Learn Julia 1.x by building apps for data analysis, visualization, machine learning, and the web",Adrian Salceanu,3.86,7,0,1
Statistics and Data Analysis for Social Science [with MySearchLab & eText Access Code],Eric J. Krieg,3.50,8,2011,12
"Introduction to Python for Econometrics, Statistics and Data Analysis",Kevin Sheppard,4.00,5,2012,3
Exploratory Data Analysis,Frederick Hartwig,3.00,4,1979,4
Quantitative Data Analysis with SPSS 12 and 13: A Guide for Social Scientists,Alan Bryman,4.43,14,1997,14
Environmental Statistics and Data Analysis,Wayne R. Ott,4.00,4,1994,5
Quantitative Data Analysis with Minitab: A Guide for Social Scientists,Alan Bryman,4.12,8,1996,7
"Python Pandas: The Hands-On, Example-Rich Introduction to Pandas Data Analysis in Python",Pandas Publishing,3.86,7,0,1
SPSS Survival Manual: A Step by Step Guide to Data Analysis Using IBM SPSS,Pallant,4.12,8,0,1
"MICROSOFT POWER BI FOR BEGINNERS 2022: A TO Z MASTERY GUIDE ON MICROSOFT BUSINESS INTELLIGENCE TOOL FOR DATA MODELLING, ANALYSIS, AND VISUALIZATION",JOE WEBINAR,5.00,1,0,3
"Python Data Science: The Ultimate Handbook for Beginners on How to Explore NumPy for Numerical Data, Pandas for Data Analysis, IPython, Scikit-Learn and Tensorflow for Machine Learning and Business",Steve Blair,4.00,1,0,1
"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition",Avinash Navlani,4.33,3,0,2
An Introduction to Statistics and Data Analysis Using Stata®: From Research Design to Final Report,Lisa   Daniels,4.00,4,0,20
Data Analysis: What Can Be Learned From the Past 50 Years,Peter J. Huber,4.00,1,2011,6
Theory-Based Data Analysis for the Social Sciences,Carol S. Aneshensel,4.00,13,2002,12
Paleontological Data Analysis,Øyvind Hammer,4.29,7,2005,5
Data Mashups in R: A Case Study in Real-World Data Analysis,Jeremy Leipzig,2.64,11,2009,7
Paleontological Data Analysis,Øyvind Hammer,4.29,7,2005,5
Theory-Based Data Analysis for the Social Sciences,Carol S. Aneshensel,4.00,13,2002,12
"Python for Data Analysis: A Practical Guide for Manipulating, Processing, Cleaning, and Crunching Data Sets in Python. How to Effectively Solve a Wide Range of Data Analysis Problems.",Dylan Penny,4.00,6,0,5
"An Introduction to Text Mining: Research Design, Data Collection, and Analysis",Gabe Ignatow,4.00,3,0,7
"PYTHON PROGRAMMING: The Ultimate Expert Guide: Advanced Features, Object-Oriented Programming, Data Analysis, Artificial Intelligence and Machine Learning with Python",Clive Campbell,0.00,0,0,3
Statistical Methods for Survival Data Analysis,Elisa T. Lee,3.67,9,1980,15
"PYTHON PROGRAMMING: 3 BOOKS IN 1 Learn machine learning, data science and analysis with a crash course for beginners. Included coding exercises for artificial intelligence, Numpy, Pandas and Ipython.",Jason Test,4.00,4,0,2
Data Mashups in R: A Case Study in Real-World Data Analysis,Jeremy Leipzig,2.64,11,2009,7
Data Analysis and Data Mining: An Introduction,Adelchi Azzalini,4.29,7,2012,4
"Just Plain Data Analysis: Finding, Presenting, and Interpreting Social Science Data",Gary M. Klass,3.60,10,2008,9
Handbook of Univariate and Multivariate Data Analysis and Interpretation with SPSS,Robert Ho,3.33,6,2006,7
"Machine Learning for Beginners: A Step-By-Step Guide to Understand Deep Learning, Data Science and Analysis, Basic Software and Algorithms for Artificial Intelligence",David          Brown,3.60,5,0,3
"LEARNING PYTHON: 3 Books in 1: Ultimate Beginners guide Including Data Analysis and 50 Step-By-Step Coding Projects in Games, Art and More",Mark Slatkin,4.67,3,0,3
Astronomical Image and Data Analysis (Astronomy and Astrophysics Library),Jean-Luc Starck,3.00,2,2002,14
Statistical Methods for Categorical Data Analysis,Daniel A. Powers,3.78,9,1999,4
"Excel Data Analysis: Your visual blueprint for creating and analyzing data, charts and PivotTables",Denise Etheridge,3.60,5,2010,3
"Julia Programming Projects: Learn Julia 1.x by building apps for data analysis, visualization, machine learning, and the web",Adrian Salceanu,4.00,2,0,1
Research Basics: Design to Data Analysis in Six Steps,James V. Spickard,4.00,5,0,3
"PYTHON FOR DATA SCIENCE: Guide to computer programming and web coding. Learn machine learning, artificial intelligence, NumPy and Pandas packages for data analysis. Step-by-step exercises included.",Jason Test,3.80,5,0,4
Data Collection and Analysis Tools,ASQ Quality Press,3.89,9,2011,1
Software for Data Analysis: Programming with R,John Chambers,1.50,2,2010,1
"Statistics for Data Scientists: An Introduction to Probability, Statistics, and Data Analysis",Maurits Kaptein,3.00,1,0,2
"Python Data Analytics: The Ultimate Guide To Get Started With Data Analysis Using Python, NumPy and Pandas",Stephen Ward,0.00,0,0,3
Data Analysis with Microsoft Power BI,Brian Larson,3.43,7,0,3
PYTHON PROGRAMMING ADVANCED: The Guide for Data Analysis and Data Science. Discover Machine Learning With the Optimum Recipes for Mastering Python and ... (Crash Course Tips and Tricks Book 3),Lewis Taylor,5.00,2,0,1
Data Analysis for Chemistry: An Introductory Guide for Students and Laboratory Scientists,D. Brynn Hibbert,3.33,3,2005,7
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",Tiffany Bergin,4.43,7,0,4
"LEARNING PYTHON: 3 Books in 1: Ultimate Beginners guide Including Data Analysis and 50 Step-By-Step Coding Projects in Games, Art and More",Mark Slatkin,4.67,3,0,3
Business Analytics with Excel (I) Get Equipped!: A Multimedia Course on Data Analysis (A Multimedia Introduction to Business Analytics with Excel Book 1),Z. Justin Ren,0.00,0,2014,1
Data Collection and Analysis Tools,ASQ Quality Press,3.89,9,2011,1
"PYTHON FOR DATA SCIENCE: Guide to computer programming and web coding. Learn machine learning, artificial intelligence, NumPy and Pandas packages for data analysis. Step-by-step exercises included.",Jason Test,3.80,5,0,4
Using R for Data Analysis in Social Sciences: A Research Project-Oriented Approach,Quan Li,4.00,8,0,3
Data Analysis for Scientists and Engineers,Stuart L. Meyer,3.67,3,1975,6
Applied Multivariate Data Analysis,Brian S. Everitt,4.00,8,1900,9
R Data Analysis Cookbook - More Than 80 Recipes to Help You Deliver Sharp Data Analysis,Viswa Viswanathan,4.14,7,2015,3
Optimization for Data Analysis,Stephen J. Wright,0.00,0,0,2
"Python: The Ultimate Crash Course For Data Analysis, Machine Learning and Data Science, With Practical Computer Coding Exercises",Computer Programming Academy,2.00,1,0,3
Excel Bible for Beginners: The Step by Step Guide to Create Pivot Tables to Perform Excel Data Analysis and Data Crunching,Harjit Suman,2.00,3,0,2
Spatiotemporal Data Analysis,Gidon Eshel,5.00,1,2011,5
